Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count
5.0,"akta packet aktu fataselo.
but tasara onk vlo pice.Tnx saler and daraz k.",Minister Bright Wash Synthetic Detergent Powder Lemon & Mint (Free 1 KG),Laundry & Household,Happy,Daraz,Positive,14
2.0,আলু কিছু নষ্ট ছিল।,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Sadness,Daraz,Negative,4
5.0,ছোট হলেও এর ধামাকা বড়। নিঃসন্দেহে ভালো প্রোডাক্ট। অর্ডার করে নিতে পারেন। 😊,Philips HP8108/00 DryCare Essential Compact Hair Dryer,Beauty Tools,Happy,Daraz,Positive,12
5.0,হলুদাভ পেজ। বাট এই দামে এর চেয়ে বেশি আশা করাটা বোধহয় উচিত হবেনা৷ থ্যানকস দারাজ এবং সেলার,The Psychology of Money,Books,Sadness,Daraz,Negative,17
5.0,"olop koydin ei chain er color ekdom chole gese...
price er sathe manay na baper ta",CURREN 9051 Ladies Watches Fashion Elegant Quartz Watch Women Dress Wristwatch with Rhinestone Set Dial Rose Gold Steel Band Clock,Watches,Anger,Daraz,Negative,16
4.0,not yet used. but the product looks as it is in the picture. delivery was fast considering the corona situation,"AUN 16:9 Anti-light Reflective Fabric 60/100/120 inch Screen for Home theater, ALR Screen for Projector",Projectors,Love,Daraz,Positive,20
5.0,"Not bed.. & Comfortable. 
এটা ক্রয় করার জন্য সাজেস্ট করা যেতে পারে।",Belly Support Pregnancy Pillow for Women,Maternity Care,Happy,Daraz,Positive,11
4.0,"price ta beshi mone hoyese, quality is ok, after all i am happy..",LouisWill PU Leather Hand Bag for Women,Bags,Happy,Daraz,Positive,13
5.0,১ মাস ব্যবহার করেছি কিন্তু কোনো ফল পাইনি,Beard Growth Solution Oil for Men - 30Ml,Men's Care,Fear,Daraz,Negative,8
5.0,product delivery was fast and the product it self is very good and the transfer speed is up to spec,USB 3.1 64 GB Flash Pendrive - Silver,Storage,Happy,Daraz,Positive,20
5.0,"Good product good seller. Products are very comfortable to use, contains a lot of content, also useful, I want the product.",LouisWill Fashion Women Watch Square Womens Quartz Watch with Diamond Ladies Wristwatches Ceramic Strap Classic Quartz Clock High Quality Watches for Female,Watches,Happy,Daraz,Positive,21
5.0,কালার মিল নাই। মনে করছিলাম ভাল। তেমন ভাল না।,হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,9
1.0,বেশিরভাগ পেয়াজ পচা এবং নষ্ট।  সবাইকে সাজেস্ট করবো যেনো এসব পেয়াজ না কিনেন,Local Onion 1 kg ( ± 25 gm)(CTG) - onion,"Fruits, Meat & Frozen",Fear,Daraz,Negative,13
5.0,"Product was authentic, got it with only 892 taka. Received the product within just 2 days. Recommended.",Neocare Belt System Baby Premium Diaper S (3-6 kg) - 50pcs,Diapering & Potty,Happy,Daraz,Positive,17
5.0,"খুবই সুন্দর একটা প্রোডাক্ট , সেলার এর খুব ভালো রেসপন্স। ধন্যবাদ দারাজ কে এতো সুন্দর আরাম দায়ক প্রোডাক্ট দেওয়ার জন্য।",Belly Support Pregnancy Pillow,Maternity Care,Happy,Daraz,Positive,19
4.0,ভালই।লাল কালারটা কতদিন ঠিক থাকবে সেটাই মূল বিষয়।,High Quality - GV Premium windbreaker Summer Dust Coat Red Black WB02 - Easy to Use And Maintain - Refine and Excellent,Motorcycle Riding Gear,Happy,Daraz,Positive,9
5.0,"প্রোডাক্ট টি খুবই ভালো।
আজকে ডেলিভারি পেয়ে আজকে আরেকটি অর্ডার দিলাম।",1pc Cute Large Hair Brush Massage Comb Shower Wet Detangle Hair Brush Salon Hair Styling Tools For Women,Hair Care,Happy,Daraz,Positive,11
1.0,"Too small size 
You should have made it a little bit large",LouisWill Ladies Watch Fashion Quartz Watch Diamond Watches Steel Strap Watches 30M Waterproof Watch Thin Strap Watch Roman Numerals Dial Watches Luxury Design Watch Wristwatch With Dual Calender,Watches,Fear,Daraz,Negative,12
5.0,picture quality onek vlo...seller onk responsible & well mannered.... ram rom  aro beshi peyesi....extremely recommended at this price,32 inch LED Smart tv 4k supported Android Smart TV 6GB RAM,Televisions,Happy,Daraz,Positive,19
3.0,প্রোডাক্ট হাতে পাওয়ার পর মনে হচ্ছে দাম একটু বেশিই লাগছে।আমি দুইটা নিয়েছিলাম দুইটা মিলে ৪০০ টাকা হলে ঠিক ছিল বাট সেখানে ৬০০ টাকা প্লাস।,SMUG. Premium T-shirt Fabric soft and comfortable,Clothing,Sadness,Daraz,Negative,25
5.0,স্ট্রিম টা খুব ভালো অরিজিনাল টা পাইছি ধন্যবাদ দারাজ এবং সেলার কে চাইলে আপনারা সবাই নিতে পারেন,অ্যাকোস্টিক গিটার আনুষাঙ্গিক ক্রিকের জন্য ওয়ান সেট 6 পিস রেইনবো রঙিন স্ট্রিং - guitar strings,Media & Music,Happy,Daraz,Positive,17
5.0,"প্রোডাক্টের সেলার কে, অসংখ্য ধন্যবাদ। অত্যন্ত যত্নের সাথে প্যাকেজিং করে পাঠানোর জন্য। দামের তুলনায় ব্যাগের মান অনেক ভালো।",Premium cross body bag for men Official Messenger Bag Bike Rider Cross body Bag Pu Leather Bag Shoulder Bag Diagonal Package Handbag Bag For Men cross body shoulder bag for men messenger bag waist bag pu leather side bag for men Men Fashion Shoulder Bag,Laptop Bags & Cases,Happy,Daraz,Positive,18
5.0,good received just now. fast delivery. overall good. recommended,"Big Size 12.5\"" Square Magnetic Chess Board & Folding Large UB Golden & Silver Color",Traditional Games,Happy,Daraz,Positive,9
4.0,"ওয়ারেন্টি কার্ড নাই।
available space 29GB
Speed 10mbps",Pendrive 32gb high speed flash drives,Storage,Fear,Daraz,Negative,8
5.0,"দারাজে প্রাইস ছিল ৪২৫ টাকা। 
সন্তুষ্ট। ভালো ছিল। সেলার একটা শাওয়ার ক্যাপ গিফট হিসেবে পাঠিয়েছে। ধন্যবাদ",Soft And Comfortable Women Belly Support Pregnancy Pillow Maternity,Maternity Care,Happy,Daraz,Positive,16
5.0,খুবই সুন্দর। ছবির মতই। ধন্যবাদ দারাজ।,1Pair Brooch Retro Hollow Pattern Shirt Triangle Metal Collar Pins Clothes Accessory,Accessories,Happy,Daraz,Positive,6
5.0,Using for a while. Seller was responsive. Good quality product.,Yoga Practice Body Fitness Elastic Band For Training Exercises Workout,Exercise & Fitness,Happy,Daraz,Positive,10
4.0,প্রোডাক্ট ভাল ছিল কিন্তু প্যাকেজিং আরেকটু ভাল হওয়ার দরকার ছিল।,Tresemme Shampoo Keratin Smooth 580ml,Hair Care,Sadness,Daraz,Negative,10
5.0,"Product was good , The width is adequate but the length would have been a bit bigger",হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Happy,Daraz,Positive,16
3.0,ভালো করে প্যাক করে পাঠানো হয়নি।অনেকখানি ফেসওয়াশ পরে গেসে বক্সে।,Pond's Facial Scrub Nourishing 100g,Skin Care,Anger,Daraz,Negative,11
5.0,"PHOERA সবসময়ই আমার প্রিয় প্রোডাক্টস গুলোর মধ্যে একটা ব্রান্ড...❤️❤️ প্রিগমেন্টেশন যাস্ট ওয়াও,, Really its full coverage. THANK YOU PHOERA BANGLADESH...",PHOERA Full Coverage Concealer - 103 Beige - 10 ml,Makeup,Happy,Daraz,Positive,20
3.0,it's look beautiful 🤩 but small.,100Pcs/Set K-POP BTS PROOF Concept Stickers,Stationery & Craft,Sadness,Daraz,Negative,6
5.0,দোলনাটা ভাল। কিন্তু লাল-সাদা কালারের ছবি থাকলেও সেটা দিচ্ছে না অথচ সবাই কিন্তু এই কালারটাই পছন্দ করছে। এটা ঠিক না।,হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,21
5.0,Best watch at this price ... nice looking and feels premium ..... thanks,LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Happy,Daraz,Positive,11
1.0,"beautiful
Update: Battery died after just 4 months. Cheap brand without warranty",LouisWill Women Watches Diamond Casuals Retro Leather Strap Watches Quartz Watches Calendar Dial Luminous Pointer Watches 3ATM Waterproof Watches Business Wristwatch for Women Ladies,Watches,Anger,Daraz,Negative,12
2.0,"Product is Singer, so no doubt about quality. Obviously it's super. but outer packing was too too too much poor.",SINGER Microwave Oven | 30 Ltr | SMW30GCB8LP,Microwaves,Happy,Daraz,Positive,21
4.0,the good product but size change,"Lotto Men Blue Slipper, Flipflop",Shoes & Clothing,Happy,Daraz,Positive,6
5.0,যেমন টা চেয়েছিলাম সেটাই পেয়েছি একটু ছোট কিন্তু সাউন্ড কোয়ালিটি অনেক ভালো চাজ্ বেকআপ কেমন চেক করীনি,GTS 1346 Wireless Bluetooth Rechargeable Speaker EXTRA BASS Bluetooth speaker Portable Speaker smart speaker,Home Audio,Happy,Daraz,Positive,17
5.0,Value for money and easy to use. Quality top notch. Fast delivery.,Philips HL7757 750W 3 Jar Mixer Grinder,Blender & Grinder,Happy,Pickaboo,Positive,12
4.0,Item is good. But the rubber gets hot and a little melted if you need to hold it for a few extra seconds.,1 Pices Grip Oven Pot Holder Baking BBQ Cook Tools Mini Kitchen Non-slip Heat Resistant Oven Mitts Silicone Glove,Cookware,Happy,Daraz,Positive,23
3.0,not like the pic... quality isn't same... it also looks very cheap...,HEAVY PUNCHING BAG 60 CM LONG,"Boxing, Martial Arts & MMA",Sadness,Daraz,Negative,13
5.0,অল্প দামে বেষ্ট একটা বক্স,"Bluetooth Speaker Gts-1363 Rechargeable Extra Bass Wireless Portable Speaker Mini Style 3 Inch Tws,Fm,Usb Audio Player - Speaker - Portable Table",Gaming Console,Love,Daraz,Positive,5
5.0,"শ্যাম্পুটা জাস্ট ওয়াও 🥰😋
আমার বাবুর চোখ জ্বলেনি 🤭
সুন্দর করে বাবুকে শ্যাম্পু করালাম 😌
শেষ হলে আবার নিবো 🥰",Parachute Just for Baby - Baby Shampoo 200ml,Baby Personal Care,Happy,Daraz,Positive,16
5.0,I will try to update this review after using several months. But the first impression is awesome.,Xiaomi Dual Driver In-ear Magnetic Earphone,Wired Headphone,Happy,Pickaboo,Positive,17
5.0,খুব সুন্দর হয়েছে দোলনাটা,হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Happy,Daraz,Positive,4
5.0,thesocks quality is great and thhecolour I hooseddigot the exact colour and it is super log its eay more longer I thought,TS Primum Sports Football Socks Long,Shoes & Clothing,Happy,Daraz,Positive,22
