row_idx,Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count,absa_overall_sentiment,absa_overall_emotion,absa_triplets_json,absa_raw_text,absa_status_code,absa_error,absa_raw_json
43,5,dekhte sundor but charge khub kom somoy thake.,Mini USB Rechargeable Powerful Fan Foldable wing with Torch and Flashlight,Fans,Sadness,Daraz,Negative,8,Negative,Anger,"[{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Design_Style"", ""aspect_term"": ""dekhte"", ""opinion_term"": ""sundor"", ""sentiment"": ""Positive""}, {""aspect_category"": ""ELECTRONICS_AND_GADGETS:BATTERY"", ""aspect_term"": ""charge"", ""opinion_term"": ""khub kom somoy thake"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""PRODUCT_APPEARANCE_DESIGN:Design_Style"",""aspect_term"":""dekhte"",""opinion_term"":""sundor"",""sentiment"":""Positive""},{""aspect_category"":""ELECTRONICS_AND_GADGETS:BATTERY"",""aspect_term"":""charge"",""opinion_term"":""khub kom somoy thake"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Design_Style"", ""aspect_term"": ""dekhte"", ""opinion_term"": ""sundor"", ""sentiment"": ""Positive""}, {""aspect_category"": ""ELECTRONICS_AND_GADGETS:BATTERY"", ""aspect_term"": ""charge"", ""opinion_term"": ""khub kom somoy thake"", ""sentiment"": ""Negative""}]}"
44,5,The cer was good 👍.But packaging was Bad😑,GC 1:20 Formula F1 Drift Remote Control Car 4wd Electric Racing Car Toys For Children Birthday Christmas Gifts,Remote Control & Play Vehicles,Happy,Daraz,Positive,8,Neutral,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""cer"", ""opinion_term"": ""was good 👍"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Condition"", ""aspect_term"": ""packaging"", ""opinion_term"": ""was Bad😑"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""cer"",""opinion_term"":""was good 👍"",""sentiment"":""Positive""},{""aspect_category"":""Condition"",""aspect_term"":""packaging"",""opinion_term"":""was Bad😑"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""cer"", ""opinion_term"": ""was good 👍"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Condition"", ""aspect_term"": ""packaging"", ""opinion_term"": ""was Bad😑"", ""sentiment"": ""Negative""}]}"
46,5,সাউন্ড ভালো না যদিও কালারটা দেখতে ভালো ছিল।,SAS DU-21B 21'' Soprano Ukulele Hawaii Mini Guitar Ukulele 12 Fret,Media & Music,Sadness,Daraz,Negative,8,Neutral,Sadness,"[{""aspect_category"": ""AUDIO"", ""aspect_term"": ""সাউন্ড"", ""opinion_term"": ""ভালো না"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Color_Finish"", ""aspect_term"": ""কালারটা"", ""opinion_term"": ""দেখতে ভালো ছিল"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""AUDIO"",""aspect_term"":""সাউন্ড"",""opinion_term"":""ভালো না"",""sentiment"":""Negative""},{""aspect_category"":""Color_Finish"",""aspect_term"":""কালারটা"",""opinion_term"":""দেখতে ভালো ছিল"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""AUDIO"", ""aspect_term"": ""সাউন্ড"", ""opinion_term"": ""ভালো না"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Color_Finish"", ""aspect_term"": ""কালারটা"", ""opinion_term"": ""দেখতে ভালো ছিল"", ""sentiment"": ""Positive""}]}"
48,5,"কোয়ালিটি অত ভালো না, তবে দাম অনুযায়ী আছে।",32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,8,Neutral,Sadness,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""কোয়ালিটি"", ""opinion_term"": ""অত ভালো না"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRICE:Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী আছে"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""কোয়ালিটি"",""opinion_term"":""অত ভালো না"",""sentiment"":""Negative""},{""aspect_category"":""PRICE:Value_for_Money"",""aspect_term"":""দাম"",""opinion_term"":""দাম অনুযায়ী আছে"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""কোয়ালিটি"", ""opinion_term"": ""অত ভালো না"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRICE:Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী আছে"", ""sentiment"": ""Positive""}]}"
52,5,Delivery পেতে সময় বেশি লেগেছে তবে জিনিস ভাল 👏,Comfortable Cotton Pillow for Pregnant Women,Maternity Care,Happy,Daraz,Positive,8,Positive,Happy,"[{""aspect_category"": ""Timeliness"", ""aspect_term"": ""Delivery"", ""opinion_term"": ""পেতে সময় বেশি লেগেছে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জিনিস"", ""opinion_term"": ""ভাল 👏"", ""sentiment"": ""Positive""}]","{
  ""overall_sentiment"": ""Positive"",
  ""overall_emotion"": ""Happy"",
  ""triplets"": [
    {
      ""aspect_category"": ""Timeliness"",
      ""aspect_term"": ""Delivery"",
      ""opinion_term"": ""পেতে সময় বেশি লেগেছে"",
      ""sentiment"": ""Negative""
    },
    {
      ""aspect_category"": ""Overall_Quality"",
      ""aspect_term"": ""জিনিস"",
      ""opinion_term"": ""ভাল 👏"",
      ""sentiment"": ""Positive""
    }
  ]
}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Timeliness"", ""aspect_term"": ""Delivery"", ""opinion_term"": ""পেতে সময় বেশি লেগেছে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জিনিস"", ""opinion_term"": ""ভাল 👏"", ""sentiment"": ""Positive""}]}"
55,5,facewash is good but cream Isn't satisfactory,Studio X Oil Clear Facewash for Men 100ml (30gm Men's Brightening Cream FREE),Men's Care,Sadness,Daraz,Negative,8,Neutral,Sadness,"[{""aspect_category"": ""EFFICACY"", ""aspect_term"": ""facewash"", ""opinion_term"": ""is good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""EFFICACY"", ""aspect_term"": ""cream"", ""opinion_term"": ""Isn't satisfactory"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""EFFICACY"",""aspect_term"":""facewash"",""opinion_term"":""is good"",""sentiment"":""Positive""},{""aspect_category"":""EFFICACY"",""aspect_term"":""cream"",""opinion_term"":""Isn't satisfactory"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""EFFICACY"", ""aspect_term"": ""facewash"", ""opinion_term"": ""is good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""EFFICACY"", ""aspect_term"": ""cream"", ""opinion_term"": ""Isn't satisfactory"", ""sentiment"": ""Negative""}]}"
56,5,good packaging but some biscuits broken to powder.,Tea Time Cookies 1000gm,Snacks & Beverages,Happy,Daraz,Positive,8,Negative,Anger,"[{""aspect_category"": ""PACKAGING:Protection"", ""aspect_term"": ""packaging"", ""opinion_term"": ""good packaging"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""biscuits"", ""opinion_term"": ""some biscuits broken to powder"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""PACKAGING:Protection"",""aspect_term"":""packaging"",""opinion_term"":""good packaging"",""sentiment"":""Positive""},{""aspect_category"":""PACKAGING:Condition"",""aspect_term"":""biscuits"",""opinion_term"":""some biscuits broken to powder"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""PACKAGING:Protection"", ""aspect_term"": ""packaging"", ""opinion_term"": ""good packaging"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""biscuits"", ""opinion_term"": ""some biscuits broken to powder"", ""sentiment"": ""Negative""}]}"
59,2,Color not bad. But quality is below average.,Baby Mum Water Pot Beautiful Design 150ml,Feeding,Sadness,Daraz,Negative,8,Negative,Sadness,"[{""aspect_category"": ""Color_Finish"", ""aspect_term"": ""Color"", ""opinion_term"": ""not bad"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""quality"", ""opinion_term"": ""below average"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""Color_Finish"",""aspect_term"":""Color"",""opinion_term"":""not bad"",""sentiment"":""Positive""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""quality"",""opinion_term"":""below average"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""Color_Finish"", ""aspect_term"": ""Color"", ""opinion_term"": ""not bad"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""quality"", ""opinion_term"": ""below average"", ""sentiment"": ""Negative""}]}"
60,1,কাপড় টা একদম বাজে। কিন্তু দাম হিসাবে ভালো।,Ensemble Yourself - Highly Durable - Premium T-shirt Fabric soft and comfortable - Sustainable Choice - Understated Sophistication,Clothing,Anger,Daraz,Negative,8,Neutral,Anger,"[{""aspect_category"": ""MATERIAL"", ""aspect_term"": ""কাপড়"", ""opinion_term"": ""একদম বাজে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম হিসাবে ভালো"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""MATERIAL"",""aspect_term"":""কাপড়"",""opinion_term"":""একদম বাজে"",""sentiment"":""Negative""},{""aspect_category"":""Value_for_Money"",""aspect_term"":""দাম"",""opinion_term"":""দাম হিসাবে ভালো"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""MATERIAL"", ""aspect_term"": ""কাপড়"", ""opinion_term"": ""একদম বাজে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম হিসাবে ভালো"", ""sentiment"": ""Positive""}]}"
64,5,সব ঠিক আছে কিন্তু চার্জ একদম কম থাকে,Portable Handheld Mini Rechargeable mini Fan Desk Creative Hand Dream Fan 3 Speed 1200mah Battery 5V Micro USB Charging Port for Home Office Outdoor Reading Table - charger fan,Fans,Sadness,Daraz,Negative,8,Negative,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""সব"", ""opinion_term"": ""সব ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""চার্জ"", ""opinion_term"": ""চার্জ একদম কম থাকে"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""সব"",""opinion_term"":""সব ঠিক আছে"",""sentiment"":""Positive""},{""aspect_category"":""BATTERY"",""aspect_term"":""চার্জ"",""opinion_term"":""চার্জ একদম কম থাকে"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""সব"", ""opinion_term"": ""সব ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""চার্জ"", ""opinion_term"": ""চার্জ একদম কম থাকে"", ""sentiment"": ""Negative""}]}"
67,5,খুব তাড়াতাড়ি ডেলিভারি পেয়েছি  তবে বাল্ব ফাঁটা ছিলো,Foldable 4 Fan Blade LED Bulb - Four wing-25 Watt,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,8,Negative,Anger,"[{""aspect_category"": ""DELIVERY.Speed"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""খুব তাড়াতাড়ি ডেলিভারি পেয়েছি"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING.Condition"", ""aspect_term"": ""বাল্ব"", ""opinion_term"": ""ফাঁটা ছিলো"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Negative"",
  ""overall_emotion"": ""Anger"",
  ""triplets"": [
    {
      ""aspect_category"": ""DELIVERY.Speed"",
      ""aspect_term"": ""ডেলিভারি"",
      ""opinion_term"": ""খুব তাড়াতাড়ি ডেলিভারি পেয়েছি"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""PACKAGING.Condition"",
      ""aspect_term"": ""বাল্ব"",
      ""opinion_term"": ""ফাঁটা ছিলো"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""DELIVERY.Speed"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""খুব তাড়াতাড়ি ডেলিভারি পেয়েছি"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING.Condition"", ""aspect_term"": ""বাল্ব"", ""opinion_term"": ""ফাঁটা ছিলো"", ""sentiment"": ""Negative""}]}"
69,4,সব ঠিক আছে কিন্তু প্যাকেজিং ছিলো না কোন,Eight Pieces Dumbbell Set With Two 10 inch Sticks 1 pcs 3 feet burble - 10Kg - Blue and Silver Combo,Exercise & Fitness,Sadness,Daraz,Negative,8,Negative,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""সব"", ""opinion_term"": ""ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Protection"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""ছিলো না কোন"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""সব"",""opinion_term"":""ঠিক আছে"",""sentiment"":""Positive""},{""aspect_category"":""Protection"",""aspect_term"":""প্যাকেজিং"",""opinion_term"":""ছিলো না কোন"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""সব"", ""opinion_term"": ""ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Protection"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""ছিলো না কোন"", ""sentiment"": ""Negative""}]}"
70,4,"Product was very good, but packaging was worst",SKMEI Women Watch Fashion Bracelet Quartz Watch Stainless Steel Waterproof Watch For Women 1805,Watches,Anger,Daraz,Negative,8,Neutral,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""Product"", ""opinion_term"": ""was very good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""packaging"", ""opinion_term"": ""was worst"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""Product"",""opinion_term"":""was very good"",""sentiment"":""Positive""},{""aspect_category"":""PACKAGING:Condition"",""aspect_term"":""packaging"",""opinion_term"":""was worst"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""Product"", ""opinion_term"": ""was very good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""packaging"", ""opinion_term"": ""was worst"", ""sentiment"": ""Negative""}]}"
73,5,"Nice product, but delivery dite onek deri korche,",Chain Lube 250 ml ( V-Fast / Koby / MRT ),Oils & Fluids,Sadness,Daraz,Negative,8,Negative,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""Nice product"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Timeliness"", ""aspect_term"": ""delivery"", ""opinion_term"": ""dite onek deri korche"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""product"",""opinion_term"":""Nice product"",""sentiment"":""Positive""},{""aspect_category"":""Timeliness"",""aspect_term"":""delivery"",""opinion_term"":""dite onek deri korche"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product"", ""opinion_term"": ""Nice product"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Timeliness"", ""aspect_term"": ""delivery"", ""opinion_term"": ""dite onek deri korche"", ""sentiment"": ""Negative""}]}"
